Age,Gender,Education Level,Job Title,Years of Experience,Salary
34,Female,Master's Degree,Senior Financial Advisor,6,100000
35,Male,Bachelor's Degree,Senior Financial Manager,9,100000
37,Male,Bachelor's Degree,Senior Marketing Analyst,9,100000
35,Male,Bachelor's Degree,Senior Financial Manager,9,100000
36,Male,Bachelor's Degree,Senior Operations Manager,9,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
25,Female,Master's Degree,Data Analyst,1,100000
24,Male,Bachelor's Degree,Data Analyst,2,100000
25,Male,Bachelor's Degree,Data Analyst,2,100000
25,Male,Bachelor's Degree,Data Analyst,2,100000
25,Female,Bachelor's Degree,Data Analyst,2,100000
25,Female,Bachelor's Degree,Data Analyst,2,100000
25,Female,Bachelor's Degree,Data Analyst,2,100000
25,Female,Bachelor's Degree,Data Analyst,2,100000
25,Female,Bachelor's Degree,Data Analyst,2,100000
25,Female,Bachelor's Degree,Data Analyst,2,100000
25,Female,Bachelor's Degree,Data Analyst,2,100000
25,Female,Bachelor's Degree,Data Analyst,2,100000
25,Female,Bachelor's Degree,Data Analyst,2,100000
25,Female,Bachelor's Degree,Data Analyst,2,100000
26,Female,Bachelor's Degree,Data Analyst,3,100000
26,Female,Bachelor's Degree,Data Analyst,3,100000
26,Female,Bachelor's Degree,Data Analyst,3,100000
26,Female,Bachelor's Degree,Data Analyst,3,100000
26,Female,Bachelor's Degree,Data Analyst,3,100000
27,Female,Master's Degree,Full Stack Engineer,3,100000
27,Female,Master's Degree,Full Stack Engineer,3,100000
27,Female,Master's Degree,Full Stack Engineer,3,100000
27,Female,Master's Degree,Full Stack Engineer,3,100000
27,Female,Master's Degree,Full Stack Engineer,3,100000
27,Female,Master's Degree,Full Stack Engineer,3,100000
27,Female,Master's Degree,Full Stack Engineer,3,100000
27,Female,Master's Degree,Full Stack Engineer,3,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
27,Male,,Developer,7,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Female,Bachelor's Degree,Full Stack Engineer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Female,Bachelor's Degree,Full Stack Engineer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
30,Male,Bachelor's Degree,Back end Developer,5,100000
33,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
33,Female,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
32,Female,Master's Degree,Product Manager,5,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
34,Male,Master's Degree,Data Analyst,8,100000
36,Male,Bachelor's Degree,Web Developer,10,100000
37,Female,Master's Degree,Marketing Manager,9,100000
38,Female,Master's Degree,Marketing Manager,9,100000
36,Male,Bachelor's Degree,Operations Manager,8,100000
36,Female,Master's Degree,Marketing Coordinator,9,100000
36,Female,Master's Degree,Marketing Coordinator,9,100000
36,Female,Master's Degree,Marketing Coordinator,9,100000
36,Female,Master's Degree,Marketing Coordinator,9,100000
36,Female,Master's Degree,Marketing Coordinator,9,100000
36,Female,Master's Degree,Marketing Coordinator,9,100000
36,Female,Master's Degree,Marketing Coordinator,9,100000
39,Male,Master's Degree,Senior HR Generalist,11,100000
39,Male,Master's Degree,Senior HR Generalist,11,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
32,Female,Master's Degree,Senior Software Engineer,7,100000
29,Male,Bachelor's Degree,Senior Product Marketing Manager,6,100000
30,Male,Master's Degree,Financial Analyst,6,100000
30,Male,Master's Degree,Financial Analyst,6,100000
30,Male,Master's Degree,Financial Analyst,6,100000
30,Male,Master's Degree,Financial Analyst,6,100000
30,Male,Master's Degree,Financial Analyst,6,100000
29,Female,PhD,Data Scientist,5,100000
31,Male,Master's Degree,Financial Analyst,6,100000
29,Female,PhD,Data Scientist,5,100000
31,Male,Master's Degree,Financial Analyst,6,100000
29,Female,PhD,Data Scientist,5,100000
31,Male,Master's Degree,Financial Analyst,6,100000
29,Female,PhD,Data Scientist,5,100000
31,Male,Master's Degree,Financial Analyst,6,100000
29,Female,PhD,Data Scientist,5,100000
31,Male,Master's Degree,Financial Analyst,6,100000
28,Female,PhD,Data Scientist,5,100000
30,Male,Master's Degree,Financial Analyst,6,100000
28,Female,PhD,Data Scientist,5,100000
30,Male,Master's Degree,Financial Analyst,6,100000
28,Female,PhD,Data Scientist,5,100000
30,Male,Master's Degree,Financial Analyst,6,100000
28,Female,PhD,Data Scientist,5,100000
30,Male,Master's Degree,Financial Analyst,6,100000
28,Female,PhD,Data Scientist,5,100000
30,Male,Master's Degree,Financial Analyst,6,100000
26,Female,Bachelor's Degree,Social Media Man,7,100000
31,Male,Bachelor's Degree,Project Manager,6,100000
31,Female,Bachelor's Degree,Marketing Manager,7,100000
30,Female,PhD,Data Scientist,6,100000
31,Female,Bachelor's Degree,Marketing Manager,7,100000
30,Male,PhD,Data Scientist,6,100000
31,Female,Bachelor's Degree,Marketing Manager,7,100000
39,Male,PhD,Marketing Manager,10,100000
39,Female,Master's Degree,Director of Marketing,10,100000
39,Male,Bachelor's Degree,Sales Director,10,100000
38,Female,Bachelor's Degree,Financial Manager,10,100000
39,Female,Bachelor's Degree,Financial Manager,10,100000
36,Female,PhD,Senior Product Marketing Manager,10,100000
36,Female,PhD,Senior Product Marketing Manager,10,100000
36,Female,PhD,Senior Product Marketing Manager,10,100000
31,Male,Bachelor's Degree,Back end Developer,8,100052
30,Female,Bachelor's Degree,Senior Software Engineer,5,100151
29,Female,Bachelor's Degree,Full Stack Engineer,6,100358
30,Female,Master's Degree,Senior Project Engineer,5,100425
31,Male,Bachelor's Degree,Back end Developer,8,100679
31,Male,Bachelor's Degree,Back end Developer,8,100679
31,Male,Bachelor's Degree,Back end Developer,8,100679
30,Female,Master's Degree,Senior Project Engineer,5,100867
30,Female,Master's Degree,Senior Project Engineer,5,100867
30,Female,Master's Degree,Senior Project Engineer,5,100867
34,Male,Bachelor's Degree,Operations Manager,8,101000
34,Male,Bachelor's Degree,Operations Manager,8,101000
34,Male,Bachelor's Degree,Operations Manager,8,101000
34,Male,Bachelor's Degree,Operations Manager,8,101000
34,Male,Bachelor's Degree,Operations Manager,8,101000
34,Male,Bachelor's Degree,Operations Manager,8,101000
34,Male,Bachelor's Degree,Operations Manager,8,101000
31,Female,Master's Degree,Full Stack Engineer,6,101186
31,Female,Master's Degree,Full Stack Engineer,6,101186
35,Male,Master's Degree,Senior Project Engineer,8,101332
35,Male,Master's Degree,Senior Project Engineer,8,101332
30,Female,Master's Degree,Senior Project Engineer,5,101733
30,Female,Master's Degree,Senior Project Engineer,5,101733
30,Female,Master's Degree,Senior Project Engineer,5,101733
30,Female,Master's Degree,Senior Project Engineer,5,101733
30,Female,Master's Degree,Full Stack Engineer,5,102465
30,Female,Master's Degree,Full Stack Engineer,5,102828
30,Female,Master's Degree,Full Stack Engineer,5,102828
30,Female,Master's Degree,Full Stack Engineer,5,102828
26,Male,Master's Degree,Full Stack Engineer,4,102859
26,Male,Master's Degree,Full Stack Engineer,4,102859
29,Female,Master's Degree,Full Stack Engineer,5,102868
31,Male,Bachelor's Degree,Front end Developer,7,103282
29,Female,Bachelor's Degree,Full Stack Engineer,6,103579
29,Female,Bachelor's Degree,Full Stack Engineer,6,103579
29,Female,Bachelor's Degree,Full Stack Engineer,6,103579
30,Male,High School,Senior Project Engineer,11,103947
30,Male,High School,Senior Project Engineer,11,103947
34,Male,Bachelor's Degree,Operations Manager,8,104000
34,Male,Bachelor's Degree,Operations Manager,8,104000
34,Male,Bachelor's Degree,Operations Manager,8,104000
34,Male,Bachelor's Degree,Operations Manager,8,104000
34,Male,Bachelor's Degree,Operations Manager,8,104000
34,Male,Bachelor's Degree,Operations Manager,8,104000
34,Male,Bachelor's Degree,Operations Manager,8,104000
31,Other,High School,Back end Developer,8,104127
31,Other,High School,Back end Developer,8,104127
31,Female,Bachelor's Degree,Senior Software Engineer,6,104378
31,Female,Bachelor's Degree,Senior Software Engineer,6,104378
31,Female,Bachelor's Degree,Senior Software Engineer,6,104378
31,Female,Bachelor's Degree,Senior Software Engineer,6,104378
32,Male,Bachelor's Degree,Software Engineer Manager,9,104661
32,Male,Bachelor's Degree,Software Engineer Manager,9,104661
29,Female,Master's Degree,Full Stack Engineer,4,104702
29,Female,Master's Degree,Full Stack Engineer,4,104702
35,Male,Master's Degree,Product Manager,7,105000
43,Male,Bachelor's Degree,Supply Chain Manager,18,105000
34,Male,Master's Degree,Senior Software Developer,8,105000
34,Male,Master's Degree,Senior Software Engineer,9,105000
37,Male,Master's Degree,Senior Business Analyst,9,105000
40,Female,Bachelor's Degree,Senior Marketing Manager,11,105000
33,Female,Bachelor's Degree,Front end Developer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
30,Male,Master's Degree,Full Stack Engineer,5,105000
29,Male,Bachelor's Degree,Front end Developer,5,105000
31,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Male,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
30,Female,Master's Degree,Front end Developer,5,105000
37,Female,Master's Degree,Senior Human Resources Manager,9,105000
39,Male,Master's Degree,Senior HR Generalist,10,105000
39,Male,Master's Degree,Senior HR Generalist,10,105000
39,Male,Master's Degree,Senior HR Generalist,10,105000
39,Male,Master's Degree,Senior HR Generalist,10,105000
37,Female,Master's Degree,Senior Human Resources Manager,9,105000
39,Male,Master's Degree,Senior HR Generalist,10,105000
39,Male,Master's Degree,Senior HR Generalist,10,105000
39,Male,Master's Degree,Senior HR Generalist,10,105000
39,Male,Master's Degree,Senior HR Generalist,10,105000
34,Male,Master's Degree,Director of HR,10,105000
34,Male,Master's Degree,Director of HR,10,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
33,Female,Master's Degree,Senior Software Engineer,8,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
28,Female,PhD,Director of Marketing,6,105000
30,Male,Master's Degree,Full Stack Engineer,6,105725
30,Male,Master's Degree,Full Stack Engineer,6,105725
24,Male,PhD,Software Engineer Manager,1,106132
32,Male,Bachelor's Degree,Senior Software Engineer,7,106218
32,Male,Bachelor's Degree,Senior Software Engineer,7,106218
32,Male,Bachelor's Degree,Senior Software Engineer,7,106218
32,Male,Bachelor's Degree,Senior Software Engineer,7,106218
30,Female,Master's Degree,Senior Project Engineer,5,106278
36,Male,Master's Degree,Front end Developer,8,106492
36,Male,Master's Degree,Front end Developer,8,106492
29,Male,PhD,Software Engineer Manager,6,106662
24,Male,PhD,Software Engineer Manager,1,106686
24,Male,PhD,Software Engineer Manager,1,106686
24,Male,PhD,Software Engineer Manager,1,106686
31,Female,Bachelor's Degree,Senior Software Engineer,7,107718
30,Male,Master's Degree,Front end Developer,8,107895
30,Male,Master's Degree,Front end Developer,8,107895
30,Female,Master's Degree,Senior Project Engineer,6,107906
31,Female,Bachelor's Degree,Full Stack Engineer,7,108204
31,Female,Bachelor's Degree,Senior Software Engineer,7,108267
31,Female,Bachelor's Degree,Senior Software Engineer,7,108267
31,Female,Bachelor's Degree,Senior Software Engineer,7,108267
28,Male,Master's Degree,Senior Software Engineer,6,108607
31,Female,Master's Degree,Full Stack Engineer,7,108799
38,Male,PhD,Senior Scientist,10,110000
37,Female,Master's Degree,Software Manager,11,110000
45,Male,Bachelor's Degree,Operations Analyst,20,110000
42,Female,Master's Degree,Senior Graphic Designer,15,110000
45,Male,Bachelor's Degree,Sales Operations Manager,18,110000
41,Female,Master's Degree,Senior Marketing Manager,13,110000
44,Male,Bachelor's Degree,Senior IT Support Specialist,14,110000
40,Female,Bachelor's Degree,Senior Account Manager,14,110000
35,Male,Master's Degree,Senior Software Developer,9,110000
38,Male,Master's Degree,Senior IT Consultant,9,110000
38,Male,Master's Degree,Senior IT Consultant,9,110000
42,Male,Bachelor's Degree,Senior Operations Manager,12,110000
39,Female,Bachelor's Degree,Senior Marketing Coordinator,9,110000
38,Female,Bachelor's Degree,Senior Business Analyst,10,110000
38,Female,Bachelor's Degree,Senior Business Analyst,10,110000
36,Male,Bachelor's Degree,Senior Business Development Manager,8,110000
38,Female,Bachelor's Degree,Senior Business Analyst,10,110000
27,Female,Bachelor's Degree,Data Analyst,2,110000
27,Male,Bachelor's Degree,Data Analyst,2,110000
27,Male,Bachelor's Degree,Data Analyst,2,110000
27,Male,Bachelor's Degree,Data Analyst,2,110000
27,Male,Bachelor's Degree,Data Analyst,2,110000
25,Male,Bachelor's Degree,Data Analyst,2,110000
25,Male,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Male,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Male,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Male,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Male,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Male,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
25,Female,Bachelor's Degree,Data Analyst,2,110000
26,Male,Bachelor's Degree,Data Analyst,3,110000
26,Male,Bachelor's Degree,Data Analyst,3,110000
26,Male,Bachelor's Degree,Data Analyst,3,110000
26,Male,Bachelor's Degree,Data Analyst,3,110000
26,Male,Bachelor's Degree,Data Analyst,3,110000
33,Female,Master's Degree,Back end Developer,5,110000
28,Female,Master's Degree,Full Stack Engineer,4,110000
28,Female,Master's Degree,Full Stack Engineer,4,110000
28,Female,Master's Degree,Full Stack Engineer,4,110000
28,Female,Master's Degree,Full Stack Engineer,4,110000
28,Female,Master's Degree,Full Stack Engineer,4,110000
32,Male,Bachelor's Degree,Front end Developer,6,110000
33,Male,Bachelor's Degree,Front end Developer,6,110000
32,Male,Bachelor's Degree,Front end Developer,6,110000
33,Male,Bachelor's Degree,Front end Developer,6,110000
32,Male,Bachelor's Degree,Front end Developer,6,110000
33,Male,Bachelor's Degree,Front end Developer,6,110000
32,Male,Bachelor's Degree,Front end Developer,6,110000
33,Male,Bachelor's Degree,Front end Developer,6,110000
32,Male,Bachelor's Degree,Front end Developer,6,110000
33,Male,Bachelor's Degree,Front end Developer,6,110000
32,Male,Bachelor's Degree,Front end Developer,6,110000
33,Male,Bachelor's Degree,Front end Developer,6,110000
31,Female,Bachelor's Degree,Front end Developer,6,110000
31,Female,Bachelor's Degree,Front end Developer,6,110000
31,Female,Bachelor's Degree,Front end Developer,6,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
30,Female,Master's Degree,Product Manager,6,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
32,Male,Master's Degree,Product Manager,7,110000
38,Male,Master's Degree,Senior Human Resources Manager,11,110000
42,Male,Master's Degree,Web Developer,10,110000
42,Male,Master's Degree,Web Developer,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
39,Female,Master's Degree,Marketing Manager,10,110000
37,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
38,Female,Master's Degree,Marketing Manager,10,110000
35,Female,Master's Degree,Marketing Manager,10,110000
36,Male,Bachelor's Degree,Operations Manager,9,110000
35,Female,Master's Degree,Marketing Manager,10,110000
36,Male,Bachelor's Degree,Operations Manager,9,110000
35,Female,Master's Degree,Marketing Manager,10,110000
36,Male,Bachelor's Degree,Operations Manager,9,110000
35,Female,Master's Degree,Marketing Manager,10,110000
36,Male,Bachelor's Degree,Operations Manager,9,110000
35,Female,Master's Degree,Marketing Manager,10,110000
36,Male,Bachelor's Degree,Operations Manager,9,110000
35,Female,Master's Degree,Marketing Manager,10,110000
36,Male,Bachelor's Degree,Operations Manager,9,110000
35,Female,Master's Degree,Marketing Manager,10,110000
36,Male,Bachelor's Degree,Operations Manager,9,110000
35,Female,Master's Degree,Marketing Manager,10,110000
36,Male,Bachelor's Degree,Operations Manager,9,110000
35,Male,PhD,Senior Human Resources Manager,10,110000
42,Female,Master's Degree,Senior HR Generalist,12,110000
35,Male,PhD,Senior Human Resources Manager,10,110000
35,Male,PhD,Senior Human Resources Manager,10,110000
42,Female,Master's Degree,Senior HR Generalist,12,110000
35,Male,PhD,Senior Human Resources Manager,10,110000
35,Male,PhD,Senior Human Resources Manager,10,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
28,Female,Master's Degree,Marketing Manager,7,110000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
33,Male,Bachelor's Degree,Marketing Manager,7,110000
30,Male,Bachelor's Degree,Project Manager,6,110000
32,Female,Bachelor's Degree,Product Manager,7,110000
30,Male,Bachelor's Degree,Project Manager,6,110000
32,Female,Bachelor's Degree,Product Manager,7,110000
30,Male,Bachelor's Degree,Project Manager,6,110000
32,Female,Bachelor's Degree,Product Manager,7,110000
31,Male,PhD,Data Scientist,7,110000
44,Male,Bachelor's Degree,Content Marketing Manager,11,110000
41,Female,Bachelor's Degree,Content Marketing Manager,11,110000
39,Male,Bachelor's Degree,Sales Manager,11,110000
37,Male,Master's Degree,Marketing Manager,11,110000
40,Female,Bachelor's Degree,Financial Manager,11,110000
30,Female,Master's Degree,Full Stack Engineer,6,110707
30,Female,Master's Degree,Full Stack Engineer,6,110707
30,Female,Master's Degree,Full Stack Engineer,6,110707
30,Female,Master's Degree,Full Stack Engineer,6,110707
31,Male,Master's Degree,Back end Developer,8,111535
35,Male,PhD,Data Scientist,9,112000
33,Female,Master's Degree,Senior Project Engineer,10,112439
37,Male,Bachelor's Degree,Operations Manager,10,113000
37,Male,Bachelor's Degree,Operations Manager,10,113000
37,Male,Bachelor's Degree,Operations Manager,10,113000
37,Male,Bachelor's Degree,Operations Manager,10,113000
37,Male,Bachelor's Degree,Operations Manager,10,113000
37,Male,Bachelor's Degree,Operations Manager,10,113000
37,Male,Bachelor's Degree,Operations Manager,10,113000
37,Male,Bachelor's Degree,Operations Manager,10,113000
31,Female,Master's Degree,Senior Software Engineer,6,113065
33,Female,Master's Degree,Senior Project Engineer,10,113334
33,Female,Master's Degree,Senior Project Engineer,10,113334
33,Female,Master's Degree,Senior Project Engineer,10,113334
31,Female,Master's Degree,Senior Software Engineer,6,113563
31,Female,Master's Degree,Senior Software Engineer,6,114290
31,Female,Master's Degree,Senior Software Engineer,6,114290
31,Female,Master's Degree,Senior Software Engineer,6,114290
35,Female,Bachelor's Degree,Back end Developer,10,114776
